PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
300, 560750631, 0.4969604, 0.49413905, -0.37077472, 0.60941213
301, 560767298, 0.4968032, 0.49428505, -0.37076455, 0.6094281
302, 560783965, 0.49667487, 0.49437213, -0.3707428, 0.6094754
303, 560800632, 0.49680227, 0.49416608, -0.37079066, 0.6095096
304, 560817299, 0.49688756, 0.49406812, -0.3708271, 0.60949713
305, 560833966, 0.49678564, 0.49417597, -0.37093, 0.60943013
306, 560850633, 0.49677083, 0.49414346, -0.3710156, 0.6094165
307, 560867300, 0.4968678, 0.49399155, -0.37104368, 0.6094435
308, 560883967, 0.49692306, 0.4939094, -0.3711026, 0.6094291
309, 560900634, 0.4968746, 0.4939886, -0.37109673, 0.60940796
310, 560917301, 0.4968832, 0.49396268, -0.37112266, 0.60940635
311, 560933968, 0.49703455, 0.49380073, -0.37124002, 0.60934275
312, 560950635, 0.49713954, 0.49366906, -0.37141147, 0.60925925
313, 560967302, 0.49732062, 0.49346125, -0.3714816, 0.60923713
314, 560983969, 0.4974593, 0.49329787, -0.37153485, 0.6092236
315, 561000636, 0.49748933, 0.4932303, -0.37156135, 0.6092376
316, 561017303, 0.4975388, 0.49312162, -0.37158167, 0.60927284
317, 561033970, 0.49761337, 0.4929708, -0.3715527, 0.60935175
318, 561050637, 0.49764636, 0.49288347, -0.37158835, 0.6093735
319, 561067304, 0.49765056, 0.4928512, -0.37161973, 0.60937715
320, 561083971, 0.49762514, 0.49281296, -0.37156993, 0.6094592
321, 561100638, 0.49765548, 0.4927409, -0.3714985, 0.6095363
322, 561117305, 0.49763474, 0.49275136, -0.37140414, 0.6096021
323, 561133972, 0.49766275, 0.49269408, -0.3713186, 0.60967773
324, 561150639, 0.49767697, 0.49260977, -0.3712183, 0.60979545
325, 561167306, 0.49772784, 0.49243572, -0.37118113, 0.609917
326, 561183973, 0.49783033, 0.49220598, -0.3712236, 0.6099929
327, 561200640, 0.49790612, 0.49201736, -0.37118497, 0.6101068
328, 561217307, 0.49794835, 0.491835, -0.3711721, 0.6102273
329, 561233974, 0.49791458, 0.49172607, -0.3710977, 0.61038774
330, 561250641, 0.49786574, 0.4916327, -0.3710616, 0.6105248
331, 561267308, 0.49795023, 0.4913638, -0.37105143, 0.6106786
332, 561283975, 0.49804997, 0.49106398, -0.37110147, 0.6108079
333, 561300642, 0.49809006, 0.49086323, -0.37123445, 0.6108558
334, 561317309, 0.49827394, 0.49057356, -0.37122643, 0.61094326
335, 561333976, 0.49844375, 0.49027884, -0.37131628, 0.6109867
336, 561350643, 0.49829856, 0.49026704, -0.37148005, 0.6110151
337, 561367310, 0.49796906, 0.49048397, -0.37141344, 0.6111502
338, 561383977, 0.4981764, 0.49016055, -0.37133014, 0.6112912
339, 561400644, 0.49846822, 0.48980343, -0.3713988, 0.611298
340, 561417311, 0.49826306, 0.4899221, -0.3715352, 0.61128724
341, 561433978, 0.49805433, 0.48997036, -0.37169814, 0.6113195
342, 561450645, 0.49812397, 0.4897857, -0.37188035, 0.61129993
343, 561467312, 0.49816498, 0.489691, -0.37189636, 0.61133265
344, 561483979, 0.49810869, 0.48975194, -0.37203592, 0.6112448
345, 561500646, 0.4981406, 0.48972774, -0.37212002, 0.611187
